                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.047,                 1.2399,                 1.4062,                0.64709,                0.56329,                0.62202,                0.45034,                0.99822,                0.96253,                 1.3563,               0.047261,              0.0060559,              0.0060559
                      2,                 1.0415,                 1.2386,                 1.3982,                0.59564,                0.60926,                0.65732,                0.48686,                0.92956,                0.92097,                 1.3077,              0.0099601,              0.0099601,              0.0099601
                      3,                 1.0232,                 1.2169,                 1.3886,                0.62216,                0.61937,                0.68794,                0.47957,                 1.0646,                 1.0602,                 1.4012,              0.0099601,              0.0099601,              0.0099601
                      4,                 1.0249,                 1.2047,                 1.3872,                0.53084,                0.70195,                0.65744,                0.48994,                0.94086,                0.96316,                 1.3031,              0.0096203,              0.0096203,              0.0096203
                      5,                 1.0057,                 1.1769,                 1.3724,                0.70861,                0.63398,                0.73202,                0.52695,                0.93277,                0.94849,                 1.3113,              0.0092804,              0.0092804,              0.0092804
                      6,                 0.9982,                 1.1506,                 1.3636,                0.64669,                0.64547,                0.67086,                0.49723,                0.91683,                0.96423,                 1.3254,              0.0089405,              0.0089405,              0.0089405
                      7,                0.98727,                 1.1172,                 1.3569,                0.73109,                0.59032,                0.69998,                0.50494,                0.94749,                 1.0117,                 1.3087,              0.0086007,              0.0086007,              0.0086007
                      8,                0.97582,                 1.1078,                  1.352,                0.64802,                0.55983,                0.66309,                0.49424,                  0.895,                0.91965,                 1.2768,              0.0082608,              0.0082608,              0.0082608
                      9,                0.95804,                 1.0721,                 1.3327,                0.64355,                0.67412,                0.64782,                0.46862,                0.93568,                0.90723,                 1.3035,              0.0079209,              0.0079209,              0.0079209
                     10,                0.93875,                 1.0453,                 1.3223,                0.48551,                0.68218,                0.59266,                  0.431,                0.92112,                0.92507,                 1.3108,               0.007581,               0.007581,               0.007581
                     11,                0.94644,                 1.0297,                 1.3241,                0.59009,                0.68466,                 0.6098,                0.44118,                0.90743,                0.93169,                  1.299,              0.0072412,              0.0072412,              0.0072412
                     12,                0.93249,                 1.0037,                 1.3155,                0.65469,                0.62189,                0.64367,                0.47003,                0.92515,                0.82953,                 1.3053,              0.0069013,              0.0069013,              0.0069013
                     13,                 0.9129,                 0.9997,                 1.3007,                0.72111,                0.61142,                0.72276,                0.54155,                0.86641,                0.85533,                  1.272,              0.0065614,              0.0065614,              0.0065614
                     14,                0.90865,                0.98242,                 1.3048,                0.58369,                0.57245,                0.60668,                0.44926,                0.87874,                 0.8466,                 1.2628,              0.0062216,              0.0062216,              0.0062216
                     15,                0.90105,                0.96403,                 1.2889,                0.60109,                0.74981,                0.71034,                0.54728,                0.86996,                0.83605,                 1.2665,              0.0058817,              0.0058817,              0.0058817
                     16,                0.89007,                0.94569,                 1.2839,                 0.5868,                0.75842,                0.70612,                 0.5393,                0.87898,                0.83055,                 1.2611,              0.0055418,              0.0055418,              0.0055418
                     17,                0.87357,                0.92222,                 1.2719,                0.64497,                0.74504,                0.71832,                0.53555,                0.87151,                0.84934,                 1.2858,               0.005202,               0.005202,               0.005202
                     18,                0.86664,                0.89724,                 1.2691,                 0.6815,                0.61148,                0.64646,                0.49408,                0.85088,                0.80708,                 1.2633,              0.0048621,              0.0048621,              0.0048621
                     19,                0.86286,                0.89389,                 1.2632,                0.55258,                0.65991,                0.60804,                0.45474,                0.85623,                0.89101,                 1.2689,              0.0045222,              0.0045222,              0.0045222
                     20,                0.84902,                0.87704,                  1.253,                0.73109,                0.58643,                0.69037,                0.53168,                0.83917,                0.84547,                 1.2533,              0.0041824,              0.0041824,              0.0041824
                     21,                0.72791,                0.44173,                 1.2105,                0.70399,                0.63345,                0.68976,                0.53511,                0.80799,                 0.8756,                 1.2195,              0.0038425,              0.0038425,              0.0038425
                     22,                0.69294,                0.41207,                 1.1803,                0.62261,                0.51327,                 0.5818,                 0.4354,                0.84676,                0.93964,                 1.2608,              0.0035026,              0.0035026,              0.0035026
                     23,                0.67716,                0.40159,                 1.1667,                0.59386,                0.75904,                0.63478,                0.48514,                0.82036,                0.88589,                 1.2453,              0.0031627,              0.0031627,              0.0031627
                     24,                0.66066,                 0.3824,                  1.152,                0.50646,                0.69094,                0.61468,                0.46852,                0.80996,                0.87592,                 1.2425,              0.0028229,              0.0028229,              0.0028229
                     25,                0.64858,                0.37139,                 1.1484,                 0.5442,                0.59559,                0.61785,                  0.477,                0.82678,                0.87671,                 1.2783,               0.002483,               0.002483,               0.002483
                     26,                0.62754,                 0.3537,                 1.1232,                0.51038,                0.70452,                0.60167,                0.46052,                0.83149,                0.87333,                 1.2748,              0.0021431,              0.0021431,              0.0021431
                     27,                0.61073,                 0.3418,                 1.1125,                0.60084,                0.55764,                0.60353,                0.46557,                0.81695,                0.85308,                 1.2636,              0.0018033,              0.0018033,              0.0018033
                     28,                0.60053,                0.33075,                 1.1035,                0.60243,                0.73729,                  0.664,                0.51544,                0.81376,                0.86761,                 1.2641,              0.0014634,              0.0014634,              0.0014634
                     29,                0.59283,                0.33177,                 1.1017,                0.52713,                0.69097,                0.61745,                0.48033,                0.82485,                0.88959,                 1.2757,              0.0011235,              0.0011235,              0.0011235
                     30,                0.58054,                0.31893,                 1.0884,                0.60203,                0.58948,                0.61703,                0.48086,                0.80823,                0.86961,                 1.2805,             0.00078367,             0.00078367,             0.00078367
