                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1608,                 1.2255,                 1.4768,                0.67848,                0.59915,                0.65976,                0.47423,                 1.0486,                0.91869,                 1.4027,               0.050668,              0.0054813,              0.0054813
                      2,                 1.1488,                 1.2229,                 1.4644,                0.53713,                0.62757,                0.64907,                0.48277,                 1.0096,                 1.0052,                 1.3825,              0.0096698,              0.0096698,              0.0096698
                      3,                 1.1319,                 1.1919,                  1.457,                 0.5911,                0.58863,                0.64425,                0.44748,                 1.1899,                0.95831,                 1.5034,              0.0096698,              0.0096698,              0.0096698
                      4,                 1.1288,                 1.1947,                 1.4549,                 0.4502,                0.72732,                0.63084,                0.47837,                 1.0227,                0.94333,                 1.3616,              0.0093397,              0.0093397,              0.0093397
                      5,                  1.106,                 1.1538,                 1.4386,                0.62279,                0.53407,                0.63084,                0.47047,                 1.0106,                0.98676,                  1.389,              0.0090095,              0.0090095,              0.0090095
                      6,                 1.0994,                 1.1331,                 1.4304,                0.59137,                0.66396,                0.66203,                0.48632,                  1.028,                0.95863,                   1.39,              0.0086794,              0.0086794,              0.0086794
                      7,                 1.0924,                 1.1005,                 1.4254,                0.60619,                0.51478,                0.61967,                 0.4599,                 1.0405,                0.94059,                  1.373,              0.0083492,              0.0083492,              0.0083492
                      8,                 1.0729,                 1.1037,                  1.415,                0.54538,                0.63974,                0.65108,                0.48821,                0.98527,                0.97663,                 1.3517,              0.0080191,              0.0080191,              0.0080191
                      9,                 1.0546,                 1.0465,                 1.3975,                0.71313,                0.56414,                 0.6895,                0.50391,                0.99436,                0.88881,                 1.3659,              0.0076889,              0.0076889,              0.0076889
                     10,                 1.0363,                 1.0347,                 1.3867,                0.59108,                0.61026,                0.62447,                 0.4556,                  1.031,                0.85882,                 1.3813,              0.0073588,              0.0073588,              0.0073588
                     11,                 1.0376,                 1.0131,                 1.3896,                0.68263,                0.63582,                0.72637,                0.55794,                0.97398,                0.82718,                 1.3676,              0.0070286,              0.0070286,              0.0070286
                     12,                 1.0297,                 1.0003,                  1.379,                 0.7989,                0.61554,                0.66697,                0.48935,                0.99663,                 0.9212,                 1.3528,              0.0066985,              0.0066985,              0.0066985
                     13,                 1.0085,                 0.9838,                 1.3639,                0.55308,                0.72986,                0.66451,                0.48852,                0.98277,                0.88525,                 1.3615,              0.0063683,              0.0063683,              0.0063683
                     14,                 1.0081,                 0.9722,                 1.3717,                 0.5793,                0.65684,                0.63598,                0.47558,                0.96881,                0.82817,                   1.34,              0.0060382,              0.0060382,              0.0060382
                     15,                0.99637,                0.95074,                 1.3531,                0.53532,                0.78292,                0.63396,                0.47086,                0.96098,                0.89073,                 1.3518,               0.005708,               0.005708,               0.005708
                     16,                0.97553,                0.92278,                  1.344,                0.79477,                0.62679,                0.68775,                0.51602,                 0.9549,                0.87893,                 1.3335,              0.0053779,              0.0053779,              0.0053779
                     17,                0.95763,                0.90467,                 1.3302,                0.54299,                0.74995,                0.62006,                0.46558,                0.93025,                0.83045,                 1.3191,              0.0050477,              0.0050477,              0.0050477
                     18,                0.95113,                0.88036,                 1.3277,                0.62341,                0.65411,                0.68347,                0.51259,                0.94276,                0.84103,                 1.3527,              0.0047175,              0.0047175,              0.0047175
                     19,                0.94719,                0.87827,                 1.3249,                0.64368,                0.74851,                0.72767,                0.55387,                0.92658,                0.83975,                 1.3195,              0.0043874,              0.0043874,              0.0043874
                     20,                0.92667,                0.86434,                  1.307,                0.67778,                0.64079,                0.70757,                0.54816,                0.91741,                0.84139,                 1.3131,              0.0040572,              0.0040572,              0.0040572
                     21,                 0.8025,                0.43757,                 1.2758,                0.53912,                0.66005,                0.61895,                 0.4641,                0.92351,                0.86764,                 1.3268,              0.0037271,              0.0037271,              0.0037271
                     22,                0.76905,                 0.4185,                  1.247,                 0.7101,                0.60056,                0.66219,                0.51169,                0.91474,                0.88085,                 1.3281,              0.0033969,              0.0033969,              0.0033969
                     23,                 0.7498,                0.39922,                 1.2327,                0.75834,                0.57289,                0.66551,                 0.5076,                0.92246,                0.92308,                 1.3349,              0.0030668,              0.0030668,              0.0030668
                     24,                0.72736,                0.38204,                 1.2146,                0.56937,                0.76188,                0.63414,                0.49513,                0.88277,                0.88231,                 1.3016,              0.0027366,              0.0027366,              0.0027366
                     25,                0.71413,                0.37124,                 1.2114,                0.60953,                0.74063,                0.70658,                0.54058,                0.91737,                0.87827,                 1.3499,              0.0024065,              0.0024065,              0.0024065
                     26,                0.69523,                0.35516,                 1.1882,                0.68857,                 0.7255,                0.71557,                0.54855,                0.90482,                0.85025,                 1.3487,              0.0020763,              0.0020763,              0.0020763
                     27,                0.67704,                 0.3439,                 1.1769,                0.77724,                0.57522,                0.68905,                0.53942,                0.90044,                0.88031,                 1.3455,              0.0017462,              0.0017462,              0.0017462
                     28,                0.66828,                 0.3348,                 1.1683,                0.74273,                0.69933,                0.74243,                0.57739,                0.89421,                0.87795,                 1.3351,               0.001416,               0.001416,               0.001416
                     29,                0.65652,                0.33276,                 1.1642,                  0.715,                0.61422,                0.69676,                0.53756,                0.89067,                0.84114,                 1.3348,              0.0010859,              0.0010859,              0.0010859
                     30,                0.64493,                0.32257,                 1.1508,                  0.636,                0.62885,                0.65624,                0.51584,                0.86361,                0.84781,                 1.3237,             0.00075571,             0.00075571,             0.00075571
