                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2154,                 1.1727,                 1.4625,                0.69905,                0.59233,                0.70418,                0.52809,                 1.0667,                0.86656,                  1.349,               0.049032,              0.0058715,              0.0058715
                      2,                 1.2084,                 1.1635,                 1.4543,                0.52443,                 0.6002,                0.56245,                0.39721,                 1.1755,                0.90824,                 1.4133,              0.0099889,              0.0099889,              0.0099889
                      3,                 1.1953,                 1.1618,                 1.4512,                0.47246,                0.72723,                0.58291,                0.40306,                 1.2231,                0.88982,                 1.4455,              0.0099889,              0.0099889,              0.0099889
                      4,                 1.1797,                 1.1284,                 1.4377,                0.52861,                0.71314,                0.63821,                0.47279,                 1.0487,                0.88343,                 1.3382,              0.0096478,              0.0096478,              0.0096478
                      5,                 1.1676,                 1.1022,                 1.4278,                0.55213,                0.58539,                0.58437,                0.42322,                  1.133,                 0.9109,                 1.4033,              0.0093067,              0.0093067,              0.0093067
                      6,                 1.1574,                 1.0896,                 1.4198,                0.66188,                0.68161,                0.71239,                0.51985,                 1.0095,                0.81317,                 1.3236,              0.0089656,              0.0089656,              0.0089656
                      7,                 1.1446,                 1.0587,                 1.4122,                0.51583,                0.71835,                0.65263,                0.47914,                 1.0913,                0.93126,                 1.3636,              0.0086245,              0.0086245,              0.0086245
                      8,                 1.1303,                 1.0539,                 1.4044,                0.66609,                  0.562,                0.65605,                0.49478,                 1.0413,                0.86855,                 1.3423,              0.0082834,              0.0082834,              0.0082834
                      9,                 1.1072,                 1.0062,                 1.3858,                0.62598,                0.73475,                0.68354,                0.49102,                 1.1467,                0.90916,                 1.4151,              0.0079423,              0.0079423,              0.0079423
                     10,                 1.0904,                 0.9961,                 1.3775,                 0.7405,                0.64444,                0.74754,                0.56931,                 1.0919,                0.79871,                  1.358,              0.0076012,              0.0076012,              0.0076012
                     11,                 1.0848,                0.97089,                 1.3723,                0.62387,                0.71313,                 0.6689,                0.48997,                  1.043,                0.80638,                 1.3417,              0.0072601,              0.0072601,              0.0072601
                     12,                 1.0812,                0.94519,                 1.3654,                0.57208,                0.70068,                0.67923,                0.52983,                 1.0447,                0.90895,                 1.3401,               0.006919,               0.006919,               0.006919
                     13,                 1.0584,                0.95139,                 1.3524,                0.70635,                0.70131,                0.76403,                0.59291,                  1.047,                0.79139,                 1.3538,              0.0065779,              0.0065779,              0.0065779
                     14,                 1.0566,                 0.9378,                 1.3589,                0.48599,                0.75287,                0.56874,                0.42033,                 1.0318,                0.91381,                 1.3344,              0.0062368,              0.0062368,              0.0062368
                     15,                 1.0406,                0.91956,                 1.3394,                0.57784,                0.56746,                0.60989,                0.44289,                 1.0125,                0.84989,                 1.3263,              0.0058957,              0.0058957,              0.0058957
                     16,                 1.0265,                0.89712,                 1.3354,                0.66276,                0.69459,                0.71931,                0.54188,                0.99848,                0.83429,                 1.3275,              0.0055546,              0.0055546,              0.0055546
                     17,                 1.0039,                0.87781,                 1.3189,                 0.7326,                0.56422,                0.67294,                0.51079,                  1.008,                0.87193,                 1.3243,              0.0052136,              0.0052136,              0.0052136
                     18,                 1.0038,                0.84916,                 1.3185,                0.61289,                 0.7626,                0.69483,                0.53036,                  1.004,                0.79234,                 1.3157,              0.0048725,              0.0048725,              0.0048725
                     19,                 0.9934,                0.84745,                 1.3114,                0.70238,                0.64327,                0.68474,                0.51428,                0.97351,                0.82007,                 1.2949,              0.0045314,              0.0045314,              0.0045314
                     20,                0.97174,                0.82959,                 1.2954,                0.72079,                0.63904,                  0.708,                 0.5342,                0.98135,                0.77313,                  1.324,              0.0041903,              0.0041903,              0.0041903
                     21,                0.83811,                0.42512,                 1.2597,                0.70333,                0.56877,                 0.6577,                0.49392,                0.98421,                0.87193,                 1.3172,              0.0038492,              0.0038492,              0.0038492
                     22,                0.79675,                0.39617,                 1.2282,                0.67315,                0.65663,                0.66376,                0.51312,                0.99513,                0.81984,                 1.3203,              0.0035081,              0.0035081,              0.0035081
                     23,                0.78287,                 0.3834,                 1.2192,                0.69703,                0.72309,                0.73419,                0.56501,                0.95825,                0.81018,                 1.3005,               0.003167,               0.003167,               0.003167
                     24,                0.75978,                0.36378,                 1.2014,                0.71396,                 0.5857,                0.66482,                 0.5218,                0.95396,                0.81821,                  1.309,              0.0028259,              0.0028259,              0.0028259
                     25,                0.75062,                0.35792,                 1.2012,                0.77349,                 0.6082,                0.72013,                0.54703,                0.98077,                0.80885,                 1.3375,              0.0024848,              0.0024848,              0.0024848
                     26,                0.72851,                0.34024,                 1.1743,                0.65391,                0.74085,                0.73352,                0.56807,                0.94186,                0.82048,                  1.334,              0.0021437,              0.0021437,              0.0021437
                     27,                0.70932,                0.32655,                  1.165,                0.73354,                0.63531,                0.71007,                0.56394,                0.92866,                0.79674,                  1.319,              0.0018026,              0.0018026,              0.0018026
                     28,                0.69396,                0.31889,                 1.1533,                0.79436,                0.61398,                0.70678,                0.55498,                 0.9279,                0.79235,                 1.3036,              0.0014615,              0.0014615,              0.0014615
                     29,                0.68803,                0.31669,                 1.1518,                0.72315,                0.60714,                0.69605,                0.55151,                0.93872,                0.80857,                 1.3343,              0.0011204,              0.0011204,              0.0011204
                     30,                0.67362,                0.30473,                 1.1394,                0.57745,                0.70384,                0.63899,                0.50016,                 0.9116,                0.78774,                 1.3175,              0.0007793,              0.0007793,              0.0007793
