                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2349,                 1.3206,                 1.5744,                0.49951,                0.63366,                0.58931,                0.42204,                 1.1129,                0.93202,                 1.4992,               0.049588,              0.0072808,              0.0072808
                      2,                 1.2387,                 1.3331,                 1.5713,                0.59614,                0.67727,                0.58706,                0.40604,                 1.2091,                 1.0091,                  1.559,               0.012203,               0.012203,               0.012203
                      3,                 1.2227,                 1.2952,                 1.5636,                0.56814,                0.54336,                0.62316,                0.45644,                 1.0776,                0.98495,                 1.4837,               0.012203,               0.012203,               0.012203
                      4,                 1.2039,                  1.281,                 1.5465,                0.67281,                0.52026,                0.60508,                0.44404,                  1.061,                  1.057,                 1.4516,               0.011785,               0.011785,               0.011785
                      5,                 1.2028,                 1.2588,                 1.5433,                0.53177,                0.66849,                0.63686,                0.46267,                 1.0908,                 1.0096,                 1.4838,               0.011368,               0.011368,               0.011368
                      6,                   1.18,                 1.2343,                 1.5243,                0.73302,                0.57109,                0.67854,                0.51504,                 1.0763,                0.90633,                 1.4748,               0.010951,               0.010951,               0.010951
                      7,                 1.1601,                 1.1956,                 1.5119,                0.52642,                0.70376,                0.59565,                0.43679,                 1.0681,                0.93883,                 1.4571,               0.010533,               0.010533,               0.010533
                      8,                 1.1502,                 1.1876,                 1.5078,                0.52155,                0.65312,                0.59387,                0.42574,                 1.0368,                0.90114,                 1.4344,               0.010116,               0.010116,               0.010116
                      9,                  1.134,                  1.153,                 1.4918,                0.56423,                0.60574,                0.55031,                0.39484,                 1.0647,                   1.07,                 1.4445,              0.0096987,              0.0096987,              0.0096987
                     10,                 1.1137,                 1.1344,                 1.4834,                0.73445,                0.61863,                0.68609,                0.51171,                 1.0379,                0.93181,                  1.444,              0.0092814,              0.0092814,              0.0092814
                     11,                 1.1035,                 1.1002,                 1.4703,                0.63702,                0.58609,                0.59455,                0.42486,                 1.0947,                0.93595,                 1.4813,              0.0088641,              0.0088641,              0.0088641
                     12,                 1.0925,                 1.0698,                 1.4604,                0.55546,                0.78382,                0.66001,                0.48252,                 1.0254,                0.87589,                 1.4401,              0.0084467,              0.0084467,              0.0084467
                     13,                 1.0815,                 1.0524,                 1.4538,                0.61783,                0.71558,                0.67748,                0.50382,                 1.0766,                0.92331,                 1.4776,              0.0080294,              0.0080294,              0.0080294
                     14,                 1.0621,                 1.0347,                 1.4516,                0.66528,                0.54169,                0.66226,                0.49983,                 1.0299,                0.90823,                 1.4538,              0.0076121,              0.0076121,              0.0076121
                     15,                 1.0571,                 1.0204,                 1.4353,                0.81586,                0.65499,                0.75212,                 0.5701,                 1.0016,                0.89866,                 1.4369,              0.0071948,              0.0071948,              0.0071948
                     16,                 1.0367,                0.98499,                 1.4261,                0.75816,                0.60433,                0.68957,                0.52152,                 1.0088,                0.82763,                 1.4338,              0.0067774,              0.0067774,              0.0067774
                     17,                 1.0255,                0.98183,                 1.4139,                0.71279,                0.53488,                0.65515,                0.48011,                 1.0033,                0.95302,                 1.4261,              0.0063601,              0.0063601,              0.0063601
                     18,                 1.0173,                0.95019,                 1.4103,                0.76828,                0.65352,                0.75136,                0.57657,                 0.9929,                0.81842,                  1.415,              0.0059428,              0.0059428,              0.0059428
                     19,                 1.0034,                0.93335,                 1.4008,                0.74284,                  0.604,                0.68634,                0.51608,                0.99994,                0.90688,                 1.4257,              0.0055254,              0.0055254,              0.0055254
                     20,                0.98754,                0.91452,                 1.3863,                0.58435,                  0.716,                0.73837,                0.58378,                0.95073,                 0.8975,                 1.3973,              0.0051081,              0.0051081,              0.0051081
                     21,                0.88185,                0.51438,                 1.3932,                0.53976,                0.77895,                0.68204,                0.52636,                0.95868,                0.92308,                 1.3884,              0.0046908,              0.0046908,              0.0046908
                     22,                0.82767,                0.47087,                 1.3463,                0.65867,                0.58576,                0.60834,                0.47189,                0.94436,                0.88649,                 1.3949,              0.0042735,              0.0042735,              0.0042735
                     23,                0.80158,                  0.453,                 1.3311,                0.67493,                0.60029,                0.65554,                0.50872,                0.93487,                0.88247,                 1.3875,              0.0038561,              0.0038561,              0.0038561
                     24,                0.78343,                0.43433,                 1.3139,                 0.7026,                0.53483,                0.64197,                0.51141,                0.92132,                0.93874,                 1.3894,              0.0034388,              0.0034388,              0.0034388
                     25,                0.77589,                0.41188,                 1.3119,                0.60151,                0.73309,                0.68752,                0.53133,                0.92799,                0.88419,                 1.3908,              0.0030215,              0.0030215,              0.0030215
                     26,                0.74608,                0.38923,                  1.284,                0.63498,                0.71569,                0.68667,                0.53957,                0.94191,                0.90384,                 1.4102,              0.0026042,              0.0026042,              0.0026042
                     27,                0.73334,                0.37958,                 1.2707,                0.62709,                 0.6004,                0.62359,                0.48531,                0.91178,                0.92668,                  1.392,              0.0021868,              0.0021868,              0.0021868
                     28,                0.71391,                0.36624,                 1.2569,                0.63902,                0.58099,                 0.6096,                0.47618,                0.90873,                0.93437,                 1.4049,              0.0017695,              0.0017695,              0.0017695
                     29,                0.70467,                  0.362,                 1.2508,                0.66583,                0.57935,                0.59599,                0.46305,                0.91733,                0.91552,                 1.4087,              0.0013522,              0.0013522,              0.0013522
                     30,                0.68763,                0.34866,                 1.2402,                0.69763,                0.59035,                0.67987,                0.53874,                0.89869,                0.85979,                 1.4008,             0.00093486,             0.00093486,             0.00093486
