                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1165,                0.83227,                   1.56,                0.57417,                 0.5571,                0.57202,                0.40844,                 1.1154,                0.85432,                 1.4923,                 0.0107,                 0.0107,                 0.0107
                      2,                 1.1165,                0.83293,                 1.5421,                0.52858,                0.70047,                0.61449,                0.44198,                 1.0879,                0.83505,                 1.4869,                 0.0107,                 0.0107,                 0.0107
                      3,                 1.0932,                0.81462,                  1.527,                0.61021,                0.54866,                0.62269,                 0.4527,                 1.0327,                 0.6755,                  1.429,               0.010346,               0.010346,               0.010346
                      4,                 1.0874,                0.78753,                 1.5212,                0.47739,                0.52477,                0.51595,                0.36833,                  1.062,                0.96624,                 1.4934,              0.0099918,              0.0099918,              0.0099918
                      5,                 1.0715,                0.76901,                 1.5018,                0.61238,                0.66405,                0.72123,                0.53599,                0.99578,                0.64778,                 1.4175,              0.0096377,              0.0096377,              0.0096377
                      6,                 1.0483,                0.75786,                  1.486,                0.62046,                 0.6128,                0.65613,                0.49184,                0.98896,                0.63181,                 1.4148,              0.0092836,              0.0092836,              0.0092836
                      7,                 1.0282,                 0.7346,                 1.4688,                0.55655,                0.54248,                0.63546,                0.47996,                0.97388,                0.70547,                 1.4069,              0.0089295,              0.0089295,              0.0089295
                      8,                 1.0105,                0.71842,                 1.4586,                0.60363,                0.64502,                0.68381,                0.50213,                0.94524,                  0.686,                   1.39,              0.0085754,              0.0085754,              0.0085754
                      9,                 1.0049,                0.70061,                 1.4536,                0.81568,                0.63534,                0.72512,                 0.5617,                 0.9677,                0.66476,                  1.394,              0.0082213,              0.0082213,              0.0082213
                     10,                0.98663,                0.69584,                 1.4394,                0.65159,                0.67307,                0.65961,                0.50877,                0.91916,                 0.6262,                 1.3681,              0.0078672,              0.0078672,              0.0078672
                     11,                0.97972,                0.67462,                  1.428,                0.60325,                0.59451,                0.58934,                0.44243,                0.93086,                0.68883,                  1.372,              0.0075131,              0.0075131,              0.0075131
                     12,                0.95918,                0.65999,                 1.4156,                0.63541,                 0.6998,                0.75761,                0.56825,                0.94856,                0.63386,                 1.3847,               0.007159,               0.007159,               0.007159
                     13,                0.94934,                0.65202,                 1.4113,                0.58869,                0.61563,                0.65447,                0.50056,                0.92584,                0.65207,                 1.3672,              0.0068049,              0.0068049,              0.0068049
                     14,                0.93849,                0.63746,                 1.4017,                 0.6011,                0.53546,                0.58459,                 0.4363,                0.91844,                0.65923,                 1.3623,              0.0064508,              0.0064508,              0.0064508
                     15,                 0.9297,                0.61772,                 1.3975,                0.65953,                0.69444,                0.70807,                0.55556,                0.90448,                0.65175,                 1.3828,              0.0060967,              0.0060967,              0.0060967
                     16,                0.91056,                0.60722,                 1.3777,                0.75126,                0.66205,                0.74349,                0.57532,                0.91605,                0.65136,                 1.3812,              0.0057426,              0.0057426,              0.0057426
                     17,                 0.8976,                0.59875,                 1.3667,                0.78102,                0.52149,                0.67165,                0.51701,                0.88889,                 0.6565,                 1.3616,              0.0053885,              0.0053885,              0.0053885
                     18,                0.89295,                0.59294,                 1.3656,                0.58593,                0.72069,                0.62768,                0.47494,                0.91471,                0.67188,                 1.3937,              0.0050344,              0.0050344,              0.0050344
                     19,                0.89275,                0.58491,                 1.3646,                0.63274,                0.64981,                0.72974,                0.56277,                0.89501,                0.66178,                 1.3692,              0.0046803,              0.0046803,              0.0046803
                     20,                0.85984,                0.56387,                   1.34,                0.78912,                0.64374,                 0.7336,                0.55547,                0.93427,                0.66446,                 1.4214,              0.0043262,              0.0043262,              0.0043262
                     21,                0.73297,                0.30697,                  1.273,                0.81554,                0.54704,                0.69428,                0.53264,                0.91756,                0.65581,                 1.4176,              0.0039721,              0.0039721,              0.0039721
                     22,                0.70187,                0.28879,                 1.2484,                0.57558,                0.72412,                0.64366,                0.49084,                0.89897,                  0.706,                 1.3961,               0.003618,               0.003618,               0.003618
                     23,                0.68994,                0.28351,                 1.2425,                0.59529,                0.71383,                0.68074,                0.53639,                0.87604,                0.64025,                 1.3699,              0.0032639,              0.0032639,              0.0032639
                     24,                 0.6737,                0.26863,                 1.2257,                0.64872,                0.60924,                0.67255,                 0.5104,                 0.8572,                0.63083,                 1.3657,              0.0029098,              0.0029098,              0.0029098
                     25,                0.66146,                0.26432,                 1.2225,                0.64283,                0.73693,                0.75427,                0.59861,                0.83894,                0.60363,                 1.3606,              0.0025556,              0.0025556,              0.0025556
                     26,                0.64047,                0.24895,                 1.1948,                0.73462,                0.60673,                0.70727,                0.55047,                0.87279,                0.62331,                 1.4023,              0.0022015,              0.0022015,              0.0022015
                     27,                0.62886,                0.24519,                 1.1884,                0.62888,                0.73767,                0.67829,                 0.5269,                0.85428,                 0.6653,                  1.402,              0.0018474,              0.0018474,              0.0018474
                     28,                0.61805,                0.23682,                 1.1792,                0.75038,                0.62352,                0.70313,                0.55498,                0.82846,                0.63181,                  1.379,              0.0014933,              0.0014933,              0.0014933
                     29,                0.60632,                0.23487,                  1.175,                 0.6543,                0.62635,                0.67808,                0.53603,                0.84019,                 0.6382,                 1.3944,              0.0011392,              0.0011392,              0.0011392
                     30,                0.59318,                0.22615,                 1.1654,                0.74855,                0.60744,                0.68871,                0.53924,                0.82355,                0.61974,                 1.3864,             0.00078514,             0.00078514,             0.00078514
