                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.78302,                0.70909,                 1.2706,                0.48391,                0.75679,                0.60537,                0.46552,                0.82896,                0.83696,                 1.4087,             0.00050404,             0.00050404,             0.00050404
                     48,                0.77165,                0.69605,                 1.2651,                0.61323,                0.73029,                0.62316,                0.48797,                0.78633,                0.78907,                 1.3522,             0.00049504,             0.00049504,             0.00049504
                     49,                0.76641,                0.69283,                 1.2654,                0.50397,                0.58699,                0.58378,                0.44845,                0.82068,                0.77782,                 1.3979,             0.00048604,             0.00048604,             0.00048604
                     50,                0.76786,                0.68863,                 1.2657,                0.80559,                0.59304,                0.57799,                 0.4524,                0.80497,                0.81698,                 1.3748,             0.00047704,             0.00047704,             0.00047704
                     51,                0.76693,                0.67832,                 1.2643,                0.54125,                0.53438,                0.56309,                0.43403,                 0.8063,                0.85053,                 1.3722,             0.00046804,             0.00046804,             0.00046804
                     52,                0.75582,                0.68281,                 1.2528,                0.85038,                0.54266,                0.57628,                0.43981,                0.81485,                0.80354,                 1.3986,             0.00045904,             0.00045904,             0.00045904
                     53,                0.74197,                0.66505,                 1.2397,                0.45358,                0.61647,                 0.6179,                0.47882,                0.77102,                 0.8204,                 1.3369,             0.00045005,             0.00045005,             0.00045005
                     54,                0.74672,                0.67399,                 1.2541,                0.54725,                 0.5588,                0.56541,                0.43354,                 0.7763,                 0.8116,                 1.3416,             0.00044105,             0.00044105,             0.00044105
                     55,                0.73054,                 0.6483,                 1.2352,                0.53207,                0.56416,                 0.5714,                0.44443,                0.79782,                0.82915,                 1.3803,             0.00043205,             0.00043205,             0.00043205
                     56,                0.72797,                0.64487,                  1.235,                0.87032,                0.47439,                0.54916,                0.43074,                0.77283,                0.82491,                 1.3543,             0.00042305,             0.00042305,             0.00042305
                     57,                0.72567,                0.63869,                 1.2286,                0.64834,                0.53833,                0.54174,                0.42064,                0.77945,                 0.8269,                 1.3771,             0.00041405,             0.00041405,             0.00041405
                     58,                0.71984,                0.62755,                 1.2317,                0.67753,                0.55168,                0.57378,                0.43741,                0.79612,                0.78048,                  1.367,             0.00040505,             0.00040505,             0.00040505
                     59,                0.71393,                0.62336,                 1.2252,                0.83969,                0.53133,                  0.592,                0.45944,                0.77737,                 0.7337,                 1.3757,             0.00039605,             0.00039605,             0.00039605
                     60,                0.70909,                0.62795,                 1.2238,                0.84007,                0.50412,                0.56894,                0.43803,                0.80615,                0.76259,                 1.3952,             0.00038705,             0.00038705,             0.00038705
                     61,                0.70021,                0.61301,                 1.2175,                0.85307,                 0.4854,                0.54314,                0.41674,                0.80296,                0.82429,                  1.387,             0.00037805,             0.00037805,             0.00037805
